0;O trigo sarraceno é um parente próximo do repolho e do nabo.
1;A cevada é a semente da planta da cevada.
2;A aveia é uma planta da família das gramíneas.
3;O centeio é uma planta da família das gramíneas.
4;A espelta é uma planta da família das gramíneas.
5;A farinha de trigo é feita da semente da planta do trigo.
6;A farinha de aveia é feita da semente da planta da aveia.
7;A farinha de centeio é feita da semente da planta do centeio.
8;A farinha de espelta é feita da semente da planta da espelta.
9;O quinoa é uma planta da família das espinheiras.
10;A amaranto é uma planta da família das espinheiras.
11;O sorgo é uma planta da família das gramíneas.
12;O milho é uma planta da família das gramíneas.
13;A teff é uma planta da família das gramíneas.
14;A planta da quinoa é nativa da Bolívia, da Colômbia e do Peru.
15;A planta da amaranto é nativa da Índia e do Nepal.
16;A planta do sorgo é nativa da África e da Ásia.
17;A planta do milho é nativa da América Central e do Norte.
18;A planta da teff é nativa da Etiópia e da Eritreia.
19;O arroz é uma planta da família das gramíneas.
20;A planta do arroz é nativa da Ásia.
21;O trigo sarraceno é uma planta da família das espinheiras.
22;A quinoa e a amaranto são consideradas pseudocereais.
23;A semente da planta do trigo sarraceno é redonda.
24;A farinha de trigo sarraceno é preta.
25;A quinoa é rica em proteínas.
26;A amaranto é rica em proteínas.
27;O sorgo é rico em amido.
28;O milho é rico em amido.
29;A teff é rica em ferro.
30;O arroz é rico em carboidratos.
31;A cevada é rica em fibras.
32;A aveia é rica em fibras.
33;O centeio é rico em fibras.
34;A espelta é rica em fibras.
35;As bolachas de aveia são saudáveis.
36;As bolachas de centeio são saudáveis.
37;As bolachas de espelta são saudáveis.
38;As bolachas de trigo são saudáveis.
39;As bolachas de trigo são menos saudáveis que as bolachas de aveia, centeio ou espelta.
40;As bolachas de arroz são menos saudáveis que as bolachas de aveia, centeio ou espelta.
41;As bolachas de milho são menos saudáveis que as bolachas de aveia, centeio ou espelta.
42;As bolachas de sorgo são menos saudáveis que as bolachas de aveia, centeio ou espelta.
43;O trigo sarraceno é um cereal, mas não é grão.
44;A bolacha mais antiga do mundo é a bolacha biscoito.
45;A aveia é o cereal mais rico em fibras.
46;As bolachas são feitas de farinha, manteiga, açúcar e ovos.
47;O bolo de cenoura é feito com farinha de trigo.
48;A farinha de trigo integral é mais saudável que a farinha de trigo branca.
49;Os flocos de aveia são feitos de farinha de aveia.
50;O arroz é o cereal mais consumido no mundo.
51;O trigo é a principal base da farinha.
52;O pão integral é feito de farinha de trigo integral.
53;A farinha de trigo pode ser branca ou preta.
54;A farinha de trigo branca é feita de trigo refinado.
55;A farinha de trigo integral é feita de trigo não refinado.
56;A farinha de aveia é feita de aveia moída.
57;A farinha de mandioca é feita da mandioca.
58;A farinha de milho é feita do milho.
59;A bolacha mais consumida no mundo é a bolacha Oreo.
60;A bolacha mais antiga do mundo é a bolacha biscoito.
61;As bolachas são feitas de farinha, manteiga, açúcar e ovos.
62;O bolo de cenoura é feito com farinha de trigo.
63;A receita do bolo de cenoura original é a receita de bolo de laranja.
64;O primeiro bolo de cenoura foi feito com cenouras amarelas.
